,Title,Company,Description,URL
145,"Machine Learning Engineer - Content Safety, #WORKNOW #URGENT --| #LetsGoToWork",TikTok,"Responsibilities TikTok is the leading destination for short-form mobile video and live streaming. Our mission is to inspire creativity and bring joy. While fulfilling our mission, TikTok identifies trust and safety as a top priority and our team is dedicated to enhancing it. Our engineering team is responsible for developing state-of-the-art machine learning models and algorithms to protect our platform and users from the content and behaviors that violate community guidelines and related local regulations. With the continuous efforts from our team, TikTok is able to provide the best user experience and bring joy to everyone in the world. Build industry-leading content safety systems for TikTok; Develop highly-scalable classifiers, tools, models and algorithms leveraging cutting-edge machine learning, computer vision and data mining technologies; Understand product objectives and improve trust and safety strategy and model's performance; Work with cross-functional teams to protect TikTok globally. Qualifications Major in computer science or a related technical discipline; At least 3 years of experience in at least one of the following areas: machine learning, pattern recognition, NLP, data mining, or computer vision. Experience in the recommendation, search, advertising, or other related projects. Published papers in the top AI conferences or journals is a plus, including KDD, IJCAI, WWW, WSDM, ICML, NeurIPS, CVPR, ECCV, ICCV, ACL, etc.; Competition experience in machine learning, data mining, CV, NLP and others. Experience in content moderation or trust &amp; safety is a plus; Well understanding of data structures and algorithms; Great communication and teamwork skills; Passion for techniques and solving challenging problems.",https://www.jobstreet.com.sg/en/job/machine-learning-engineer-content-safety-worknow-urgent-%7C-letsgotowork-10450162?jobId=jobstreet-sg-job-10450162&sectionRank=146&token=0~8b1b7988-2d49-41e1-9ca7-634d149b0b68&fr=SRP%20Job%20Listing
146,"Machine Learning Engineer, Recommendation - TikTok --| #LetsGoToWork",TikTok,"Responsibilities TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices including Los Angeles, New York, London, Paris, Berlin, Dubai, Mumbai, Singapore, Jakarta, Seoul and Tokyo. Our TikTok team is responsible for developing state-of-the-art machine learning models and strategies to improve user consumption experience, inspire creativity, build a fair and flourishing ecosystem. Build industry leading recommendation system; develop highly scalable classifiers and tools leveraging machine learning; Understand product objectives and machine learning techniques; improve model and recommendation strategy; Understand user behavior and apply ML algorithms to optimize content consumption and production experience; Understand content security strategy and apply ML algorithms to improve content audit process; Work with TikTok cross functional teams to grow TikTok in important regional markets. Qualifications Bachelor's degree in computer science or a related technical discipline, with at least 2 years of related work experience; Solid experience with data structures or algorithms; Software development experience through hands on coding in a general purpose programming language; Experience in one or more of the following areas: machine learning, recommendation systems, data mining or other related areas; Strong communication and teamwork skills; Passion about technologies and solving challenging problems. TikTok is committed to creating an inclusive space where employees are valued for their skills, experiences, and unique perspectives. Our platform connects people from across the globe and so does our workplace. At TikTok, our mission is to inspire creativity and bring joy. To achieve that goal, we are committed to celebrating our diverse voices and to creating an environment that reflects the many communities we reach. We are passionate about this and hope you are too.",https://www.jobstreet.com.sg/en/job/machine-learning-engineer-recommendation-tiktok-%7C-letsgotowork-10450042?jobId=jobstreet-sg-job-10450042&sectionRank=147&token=0~8b1b7988-2d49-41e1-9ca7-634d149b0b68&fr=SRP%20Job%20Listing
147,"Machine Learning Engineer, TikTok Ads Vertical Solutions #JobsThatMatter -| #Immediate #JobsThatMatter",TikTok,"Responsibilities We are growing our TikTok Ads Vertical Solutions team. On this team, you have opportunities to help people discover products, content, and services that bring joy to their lives and support all kinds of businesses to thrive on TikTok. We work with advertisers from all verticals, such as E-commerce, Retail, Auto, Travel, Financial Service, Entertainment, Local Business, and Gaming. Our goal is to make TikTok an irreplaceable growth channel for businesses of all sizes and a favourite destination for consumers to discover and purchase products, content, and services. TikTok Ads Vertical Solutions team has a strong user focus and a dedication to technical excellence. We aim to meet our users' needs with reliable and high-performing platforms and services. We are looking for strong Machine Learning Engineers who are excited to grow their business understanding, build highly scalable and reliable software, and partner across disciplines with global teams in pursuit of excellence. What You'll Do: Apply state-of-the-art machine learning techniques optimize advertisers' marketing strategies. Connect with businesses directly to understand and develop solutions for their Jobs-to-be-done. Collaborate with Product Managers, Designers, and other disciplines to explore the next generation of shopping experiences on TikTok. Capitalize on the organic shopping behaviours on TikTok today and facilitate retentive behaviours to provide more people value and business value. Qualifications Minimum Qualifications: Solid programming skills, proficient in C/C++. Familiarity with at least one mainstream deep learning programming framework (TensorFlow/Caffe/MXNet) and its architecture and implementation mechanism. Familiarity with deep learning algorithms (CNN/RNN/LSTM, etc.). Team-player with strong communication skills who can also work independently. Preferred Qualifications: Familiarity with main components for Ads systems, including bidding, ranking, and auction.",https://www.jobstreet.com.sg/en/job/machine-learning-engineer-tiktok-ads-vertical-solutions-jobsthatmatter-%7C-immediate-jobsthatmatter-10449989?jobId=jobstreet-sg-job-10449989&sectionRank=148&token=0~8b1b7988-2d49-41e1-9ca7-634d149b0b68&fr=SRP%20Job%20Listing
148,Machine Learning Engineer - TikTok Ads Vertical Solutions #Urgent --| #LetsGoToWork,TikTok,"Responsibilities We are growing our TikTok Ads Vertical Solutions team. On this team, you have opportunities to help people discover products, content, and services that bring joy to their lives and support all kinds of businesses to thrive on TikTok. We work with advertisers from all verticals, such as E-commerce, Retail, Auto, Travel, Financial Service, Entertainment, Local Business, and Gaming. Our goal is to make TikTok an irreplaceable growth channel for businesses of all sizes and a favourite destination for consumers to discover and purchase products, content, and services. favourite TikTok Ads Vertical Solutions team has a strong user focus and a dedication to technical excellence. We aim to meet our users' needs with reliable and high-performing platforms and services. We are looking for strong Machine Learning Engineers who are excited to grow their business understanding, build highly scalable and reliable software, and partner across disciplines with global teams in pursuit of excellence. What You'll Do: Apply state-of-the-art machine learning techniques optimize advertisers' marketing strategies. Connect with businesses directly to understand and develop solutions for their Jobs-to-be-done. Collaborate with Product Managers, Designers, and other disciplines to explore the next generation of shopping experiences on TikTok. Capitalize on the organic shopping behaviours on TikTok today and facilitate retentive behaviours to provide more people value and business value. Qualifications Minimum Qualifications: Solid programming skills, proficient in C/C++. Familiarity with at least one mainstream deep learning programming framework (TensorFlow/Caffe/MXNet) and its architecture and implementation mechanism. Familiarity with deep learning algorithms (CNN/RNN/LSTM, etc.). Team-player with strong communication skills who can also work independently. Preferred Qualifications: Familiarity with main components for Ads systems, including bidding, ranking, and auction. Experience in resource management and task scheduling with large-scale distributed software (such as Spark and TensorFlow).",https://www.jobstreet.com.sg/en/job/machine-learning-engineer-tiktok-ads-vertical-solutions-urgent-%7C-letsgotowork-10449933?jobId=jobstreet-sg-job-10449933&sectionRank=149&token=0~8b1b7988-2d49-41e1-9ca7-634d149b0b68&fr=SRP%20Job%20Listing
149,"Machine Learning Engineer, Risk Data Mining, BRIC #UrgentHire --| #LetsGoToWork",TikTok,"Responsibilities Founded in 2012, ByteDance's mission is to inspire creativity and enrich life. With a suite of more than a dozen products, including TikTok, Helo, and Resso, as well as platforms specific to the China market, including Toutiao, Douyin, and Xigua, ByteDance has made it easier and more fun for people to connect with, consume, and create content. The Business Risk Integrated Control (BRIC) team is missioned to: Protect ByteDance users, including and beyond content consumers, creators, advertisers; Secure platform health and community experience authenticity; Build infrastructures, platforms and technologies, as well as to collaborate with many cross-functional teams and stakeholders. The BRIC team works to minimize the damage of inauthentic behaviors on ByteDance platforms (e.g. TikTok, CapCut, Resso, Lark), covering multiple classical and novel community and business risk areas such as account integrity, engagement authenticity, anti spam, API abuse, growth fraud, live streaming security and financial safety (ads or e-commerce), etc. In this team you'll have a unique opportunity to have first-hand exposure to the strategy of the company in key security initiatives, especially in building scalable and robust, intelligent and privacy-safe, secure and product-friendly systems and solutions. Our challenges are not some regular day-to-day technical puzzles -- You'll be part of a team that's developing novel solutions to first-seen challenges of a non-stop evolvement of a phenomenal product eco-system. The work needs to be fast, transferrable, while still down to the ground to making quick and solid differences. Responsibilities Build machine learning solutions to respond to and mitigate business risks in ByteDance products/platforms. Such risks include and are not limited to abusive accounts, fake engagements, spammy redirection, scraping, fraud, etc. Improve modeling infrastructures, labels, features and algorithms towards robustness, automation and generalization, reduce modeling and operational load on risk adversaries and new product/risk ramping-ups. Uplevel risk machine learning excellence on privacy/compliance, interpretability, risk perception and analysis. Qualifications Master or above degree in computer science, statistics, or other relevant, machine-learning-heavy majors. Solid engineering skills. Proficiency in at least two of: Linux, Hadoop, Hive, Spark, Storm. Strong machine learning background. Proficiency or publications in modern machine learning theories and applications such as deep neural nets, transfer/multi-task learning, reinforcement learning, time series or graph unsupervised learning. Ability to think critically, objectively, rationally. Reason and communicate in result-oriented, data-driven manner. High autonomy.",https://www.jobstreet.com.sg/en/job/machine-learning-engineer-risk-data-mining-bric-urgenthire-%7C-letsgotowork-10450464?jobId=jobstreet-sg-job-10450464&sectionRank=150&token=0~8b1b7988-2d49-41e1-9ca7-634d149b0b68&fr=SRP%20Job%20Listing
150,"Machine Learning Engineer, E-Commerce Risk Control #URGENT #UrgentHire*",TikTok,"Responsibilities TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices including Los Angeles, New York, London, Paris, Berlin, Dubai, Singapore, Jakarta, Seoul and Tokyo. The E-Commerce Risk Control (ECRC) team is missioned: To protect Tiktok E-Commerce users, including and beyond buyer, seller, creator; By securing the integrity of our ecommerce ecosystem and providing a safe shopping experience on the platform; Through building infrastructures, platforms and technologies, as well as collaborating with many cross-functional teams and stakeholders. The ECRC team works to minimize the damage of inauthentic behaviors on Tiktok E-Commerce platforms (e.g. TikTok Shop, Jumanji, Fanno), covering multiple classical and novel community and business risk areas such as account integrity, incentive abuse, malicious activities, brushing, click-farm, information leakage etc. In this team you'll have a unique opportunity to have first-hand exposure to the strategy of the company in key security initiatives, especially in building scalable and robust, intelligent and privacy-safe, secure and product-friendly systems and solutions. Our challenges are not some regular day-to-day technical puzzles -- You'll be part of a team that's developing novel solutions to first-seen challenges of a non-stop evolvement of a phenomenal product eco-system. The work needs to be fast, transferrable, while still down to the ground to making quick and solid differences. Responsibilities Build rules, algorithms and machine learning models, to respond to and mitigate business risks in Tiktok products/platforms. Such risks include and are not limited to account integrity, scapler,deal-hunter, malicious activities, brushing, click-farm, information leakage etc. Analyze business and security data, uncover evolving attack motion, identify weaknesses and opportunities in risk defense solutions, explore new space from the discoveries. Define risk control measurements. Quantify, generalize and monitor risk related business and operational metrics. Align risk teams and their stakeholders on risk control numeric goals, promote impact-oriented, data-driven data science practices for risks. Qualifications Bachelor or degrees above in computer science, statistics, math, internet security or other relevant STEM majors (e.g. finance if applying for financial fraud roles). At least 3 years with solid data science skills. Proficiency in statistical analytical tools, such as SQL, R and Python. Familiarity with machine learning or social/content online platform analytics. Bonus given to proficiency in modern machine learning applications. Ability to think critically, objectively, rationally. Reason and communicate in result-oriented, data-driven manner. High autonomy.",https://www.jobstreet.com.sg/en/job/machine-learning-engineer-e-commerce-risk-control-urgent-urgenthire*-10450038?jobId=jobstreet-sg-job-10450038&sectionRank=151&token=0~7383a921-3905-4421-a55e-482e958c089b&fr=SRP%20Job%20Listing
151,"Machine Learning Engineer, E-Commerce Risk Control #URGENT*#UrgentHire#. #JobsThatMatter",TikTok,"Responsibilities TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices including Los Angeles, New York, London, Paris, Berlin, Dubai, Singapore, Jakarta, Seoul and Tokyo. The E-Commerce Risk Control (ECRC) team is missioned: To protect Tiktok E-Commerce users, including and beyond buyer, seller, creator; By securing the integrity of our ecommerce ecosystem and providing a safe shopping experience on the platform; Through building infrastructures, platforms and technologies, as well as collaborating with many cross-functional teams and stakeholders. The ECRC team works to minimize the damage of inauthentic behaviors on Tiktok E-Commerce platforms (e.g. TikTok Shop, Jumanji, Fanno), covering multiple classical and novel community and business risk areas such as account integrity, incentive abuse, malicious activities, brushing, click-farm, information leakage etc. In this team you'll have a unique opportunity to have first-hand exposure to the strategy of the company in key security initiatives, especially in building scalable and robust, intelligent and privacy-safe, secure and product-friendly systems and solutions. Our challenges are not some regular day-to-day technical puzzles -- You'll be part of a team that's developing novel solutions to first-seen challenges of a non-stop evolvement of a phenomenal product eco-system. The work needs to be fast, transferrable, while still down to the ground to making quick and solid differences. Responsibilities Build rules, algorithms and machine learning models, to respond to and mitigate business risks in Tiktok products/platforms. Such risks include and are not limited to account integrity, scapler,deal-hunter, malicious activities, brushing, click-farm, information leakage etc. Analyze business and security data, uncover evolving attack motion, identify weaknesses and opportunities in risk defense solutions, explore new space from the discoveries. Define risk control measurements. Quantify, generalize and monitor risk related business and operational metrics. Align risk teams and their stakeholders on risk control numeric goals, promote impact-oriented, data-driven data science practices for risks. Qualifications Bachelor or degrees above in computer science, statistics, math, internet security or other relevant STEM majors (e.g. finance if applying for financial fraud roles). At least 3 years with solid data science skills. Proficiency in statistical analytical tools, such as SQL, R and Python. Familiarity with machine learning or social/content online platform analytics. Bonus given to proficiency in modern machine learning applications. Ability to think critically, objectively, rationally. Reason and communicate in result-oriented, data-driven manner. High autonomy.",https://www.jobstreet.com.sg/en/job/machine-learning-engineer-e-commerce-risk-control-urgent*-urgenthire-.-jobsthatmatter-10449517?jobId=jobstreet-sg-job-10449517&sectionRank=152&token=0~7383a921-3905-4421-a55e-482e958c089b&fr=SRP%20Job%20Listing
152,Machine Learning Engineer - E-Commerce Risk Control #UrgentHire --| #LetsGoToWork,TikTok,"Responsibilities TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices including Los Angeles, New York, London, Paris, Berlin, Dubai, Singapore, Jakarta, Seoul and Tokyo. The E-Commerce Risk Control (ECRC) team is missioned: To protect Tiktok E-Commerce users, including and beyond buyer, seller, creator; By securing the integrity of our ecommerce ecosystem and providing a safe shopping experience on the platform; Through building infrastructures, platforms and technologies, as well as collaborating with many cross-functional teams and stakeholders. The ECRC team works to minimize the damage of inauthentic behaviors on Tiktok E-Commerce platforms (e.g. TikTok Shop, Jumanji, Fanno), covering multiple classical and novel community and business risk areas such as account integrity, incentive abuse, malicious activities, brushing, click-farm, information leakage etc. In this team you'll have a unique opportunity to have first-hand exposure to the strategy of the company in key security initiatives, especially in building scalable and robust, intelligent and privacy-safe, secure and product-friendly systems and solutions. Our challenges are not some regular day-to-day technical puzzles -- You'll be part of a team that's developing novel solutions to first-seen challenges of a non-stop evolvement of a phenomenal product eco-system. The work needs to be fast, transferrable, while still down to the ground to making quick and solid differences. Responsibilities Build rules, algorithms and machine learning models, to respond to and mitigate business risks in Tiktok products/platforms. Such risks include and are not limited to account integrity, scapler,deal-hunter, malicious activities, brushing, click-farm, information leakage etc. Analyze business and security data, uncover evolving attack motion, identify weaknesses and opportunities in risk defense solutions, explore new space from the discoveries. Define risk control measurements. Quantify, generalize and monitor risk related business and operational metrics. Align risk teams and their stakeholders on risk control numeric goals, promote impact-oriented, data-driven data science practices for risks. Qualifications Bachelor or degrees above in computer science, statistics, math, internet security or other relevant STEM majors (e.g. finance if applying for financial fraud roles). At least 5 years with solid data science skills. Proficiency in statistical analytical tools, such as SQL, R and Python. Familiarity with machine learning or social/content online platform analytics. Bonus given to proficiency in modern machine learning applications. Ability to think critically, objectively, rationally. Reason and communicate in result-oriented, data-driven manner. High autonomy.",https://www.jobstreet.com.sg/en/job/machine-learning-engineer-e-commerce-risk-control-urgenthire-%7C-letsgotowork-10450008?jobId=jobstreet-sg-job-10450008&sectionRank=153&token=0~7383a921-3905-4421-a55e-482e958c089b&fr=SRP%20Job%20Listing
153,Machine Learning Engineer - TikTok Search #JobsThatMatter,TikTok,"TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices including Los Angeles, New York, London, Paris, Berlin, Dubai, Mumbai, Singapore, Jakarta, Seoul and Tokyo. Our Search Team is responsible for building and owning TikTok's search engine which provides our users the best search experience. On the TikTok Search Team, you’ll have the opportunity to build a full-stack search engine system and combine information retrieval technology with modern machine learning methods from related fields such as NLP, Computer Vision, Multimodal, and Recommender Systems. We embrace a culture of self-direction, intellectual curiosity, openness, and problem-solving. Responsibilities Optimize the searching quality to provide TikTok's users the best search experience Combine your understanding of product objectives and take full advantage of modern machine learning, NLP and Multimodal techniques to improve the search ranking algorithms, including query understanding, video understanding and various levels of result ranking. Qualifications Bachelor degree or above in the field of computer science or a related technical discipline Must have relevant experience in search / recommendation Proficient coding skills and strong algorithm &amp; data structure using C++/Python/Java Experience in one or more of the following areas: NLP, Ranking, Ads, Search engine, Recommender System, and Machine Learning Effective communication and teamwork skills.",https://www.jobstreet.com.sg/en/job/machine-learning-engineer-tiktok-search-jobsthatmatter-10442014?jobId=jobstreet-sg-job-10442014&sectionRank=154&token=0~7383a921-3905-4421-a55e-482e958c089b&fr=SRP%20Job%20Listing
154,"Machine Learning Engineer, Content Safety #JobsThatMatter #WorkNow #UrgentHire - #UrgentHire",TikTok,"Responsibilities TikTok is the leading destination for short-form mobile video and live streaming. Our mission is to inspire creativity and bring joy. While fulfilling our mission, TikTok identifies trust and safety as a top priority and our team is dedicated to enhancing it. Our engineering team is responsible for developing state-of-the-art machine learning models and algorithms to protect our platform and users from the content and behaviors that violate community guidelines and related local regulations. With the continuous efforts from our team, TikTok is able to provide the best user experience and bring joy to everyone in the world. Build industry-leading content safety systems for TikTok; Develop highly-scalable classifiers, tools, models and algorithms leveraging cutting-edge machine learning, computer vision and data mining technologies; Understand product objectives and improve trust and safety strategy and model's performance; Work with cross-functional teams to protect TikTok globally. Qualifications Major in computer science or a related technical discipline; Solid experience in at least one of the following areas: machine learning, pattern recognition, NLP, data mining, or computer vision. Experience in the recommendation, search, advertising, or other related projects. Published papers in the top AI conferences or journals is a plus, including KDD, IJCAI, WWW, WSDM, ICML, NeurIPS, CVPR, ECCV, ICCV, ACL, etc.; Competition experience in machine learning, data mining, CV, NLP and others. Experience in content moderation or trust &amp; safety is a plus; Well understanding of data structures and algorithms; Great communication and teamwork skills; Passion for techniques and solving challenging problems.",https://www.jobstreet.com.sg/en/job/machine-learning-engineer-content-safety-jobsthatmatter-worknow-urgenthire-urgenthire-10442562?jobId=jobstreet-sg-job-10442562&sectionRank=155&token=0~7383a921-3905-4421-a55e-482e958c089b&fr=SRP%20Job%20Listing
155,"Machine Learning Engineer - Content Safety, #JobsThatMatter #URGENT #WORKNOW* #Immediate #JobsThatMatter`",TikTok,"Responsibilities TikTok is the leading destination for short-form mobile video and live streaming. Our mission is to inspire creativity and bring joy. While fulfilling our mission, TikTok identifies trust and safety as a top priority and our team is dedicated to enhancing it. Our engineering team is responsible for developing state-of-the-art machine learning models and algorithms to protect our platform and users from the content and behaviors that violate community guidelines and related local regulations. With the continuous efforts from our team, TikTok is able to provide the best user experience and bring joy to everyone in the world. Build industry-leading content safety systems for TikTok; Develop highly-scalable classifiers, tools, models and algorithms leveraging cutting-edge machine learning, computer vision and data mining technologies; Understand product objectives and improve trust and safety strategy and model's performance; Work with cross-functional teams to protect TikTok globally. Qualifications Major in computer science or a related technical discipline; At least 3 years of experience in at least one of the following areas: machine learning, pattern recognition, NLP, data mining, or computer vision. Experience in the recommendation, search, advertising, or other related projects. Published papers in the top AI conferences or journals is a plus, including KDD, IJCAI, WWW, WSDM, ICML, NeurIPS, CVPR, ECCV, ICCV, ACL, etc.; Competition experience in machine learning, data mining, CV, NLP and others. Experience in content moderation or trust &amp; safety is a plus; Well understanding of data structures and algorithms; Great communication and teamwork skills; Passion for techniques and solving challenging problems.",https://www.jobstreet.com.sg/en/job/machine-learning-engineer-content-safety-jobsthatmatter-urgent-worknow*-immediate-jobsthatmatter-10441836?jobId=jobstreet-sg-job-10441836&sectionRank=156&token=0~7383a921-3905-4421-a55e-482e958c089b&fr=SRP%20Job%20Listing
156,Machine Learning Engineer - TikTok Ads Vertical Solutions*#JobsThatMatter #Immediate,TikTok,"Responsibilities We are growing our TikTok Ads Vertical Solutions team. On this team, you have opportunities to help people discover products, content, and services that bring joy to their lives and support all kinds of businesses to thrive on TikTok. We work with advertisers from all verticals, such as E-commerce, Retail, Auto, Travel, Financial Service, Entertainment, Local Business, and Gaming. Our goal is to make TikTok an irreplaceable growth channel for businesses of all sizes and a favourite destination for consumers to discover and purchase products, content, and services. favourite TikTok Ads Vertical Solutions team has a strong user focus and a dedication to technical excellence. We aim to meet our users' needs with reliable and high-performing platforms and services. We are looking for strong Machine Learning Engineers who are excited to grow their business understanding, build highly scalable and reliable software, and partner across disciplines with global teams in pursuit of excellence. What You'll Do: Apply state-of-the-art machine learning techniques optimize advertisers' marketing strategies. Connect with businesses directly to understand and develop solutions for their Jobs-to-be-done. Collaborate with Product Managers, Designers, and other disciplines to explore the next generation of shopping experiences on TikTok. Capitalize on the organic shopping behaviours on TikTok today and facilitate retentive behaviours to provide more people value and business value. Qualifications Minimum Qualifications: Solid programming skills, proficient in C/C++. Familiarity with at least one mainstream deep learning programming framework (TensorFlow/Caffe/MXNet) and its architecture and implementation mechanism. Familiarity with deep learning algorithms (CNN/RNN/LSTM, etc.). Team-player with strong communication skills who can also work independently. Preferred Qualifications: Familiarity with main components for Ads systems, including bidding, ranking, and auction. Experience in resource management and task scheduling with large-scale distributed software (such as Spark and TensorFlow).",https://www.jobstreet.com.sg/en/job/machine-learning-engineer-tiktok-ads-vertical-solutions*-jobsthatmatter-immediate-10443624?jobId=jobstreet-sg-job-10443624&sectionRank=157&token=0~7383a921-3905-4421-a55e-482e958c089b&fr=SRP%20Job%20Listing
157,"Machine Learning Engineer - (Search), TikTok e-Commerce #JobsThatMatter #UrgentHire #Immediate #WorkNow-- #LetsGoToWork",TikTok,"Responsibilities TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices including Los Angeles, New York, London, Paris, Berlin, Dubai, Mumbai, Singapore, Jakarta, Seoul and Tokyo. About the team We are the Alliance Algorithm team in the e-Commerce department. We are a group of applied machine learning engineers and data scientists that focus on e-Commerce recommendations. We are developing innovative algorithms and techniques to improve e-com creator experience. We are interested and excited in applying large scale machine learning to solve search for commodity selection and merchant cooperation in e-Commerce. Job Description Participate in building e-Commerce recommendation algorithms and systems, including commodity search algorithm in TikTok shop. Design &amp; build query understanding models, analyze and extract relevant information from query of TikTok creators. Design, develop, evaluate and iterate on predictive models for ranking (e.g. Click Through Rate), including but not limited to building real-time data pipelines, feature engineering, model optimization and innovation. Design and build supporting/debugging tools as needed. Qualifications Requirements Bachelor's degree or higher in Computer Science or related fields. Strong programming and problem-solving ability. Experience in applied machine learning, familiar with one or more of the algorithms such as Collaborative Filtering, Matrix Factorization, Factorization Machines, Word2vec, Logistic Regression, Gradient Boosting Trees, Deep Neural Networks, Wide and Deep etc. Experience in Deep Learning Tools such as Tensorflow/Pytorch. Experience with at least one programming language like C++/Python or equivalent. Preferred Qualifications Experience in recommendation system, online advertising, information retrieval, natural language processing, machine learning, large-scale data mining, or related fields. Publications at KDD, NEURIPS, WWW, SIGIR, WSDM, ICML, IJCAI, AAAI, RECSYS and related conferences/journals, or experience in data mining/machine learning competitions such as Kaggle/KDD-cup etc.",https://www.jobstreet.com.sg/en/job/machine-learning-engineer-search-tiktok-e-commerce-jobsthatmatter-urgenthire-immediate-worknow-letsgotowork-10443673?jobId=jobstreet-sg-job-10443673&sectionRank=158&token=0~7383a921-3905-4421-a55e-482e958c089b&fr=SRP%20Job%20Listing
158,"Machine Learning Engineer, (Alliance-Recommendation) TikTok e-Commerce #JobsThatMatter #UrgentHire' - | #UrgentHire #JobsThatMatter",TikTok,"Responsibilities TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices including Los Angeles, New York, London, Paris, Berlin, Dubai, Mumbai, Singapore, Jakarta, Seoul and Tokyo. About the team We are the Alliance Algorithm team in the e-Commerce department. We are a group of applied machine learning engineers and data scientists that focus on e-Commerce recommendations. We are developing innovative algorithms and techniques to improve e-com creator experience. We are interested and excited in applying large scale machine learning to solve recommendations for commodity selection and merchant cooperation in e-Commerce. Job Description Participate in building e-Commerce recommendation algorithms and systems, including commodity recommendations in TikTok shop. Build long and short term TikTok creator's interest models, analyze and extract relevant information from large amounts of various data and design algorithms to explore TikTok creators' latent interests efficiently. Design, develop, evaluate and iterate on predictive models for recall and ranking (e.g. Click Through Rate), including but not limited to building real-time data pipelines, feature engineering, model optimization and innovation. Design and build supporting/debugging tools as needed. Qualifications Requirements Bachelor's degree or higher in Computer Science or related fields. Strong programming and problem-solving ability. Experience in applied machine learning, familiar with one or more of the algorithms such as Collaborative Filtering, Matrix Factorization, Factorization Machines, Word2vec, Logistic Regression, Gradient Boosting Trees, Deep Neural Networks, Wide and Deep etc. Experience in Deep Learning Tools such as Tensorflow/Pytorch. Experience with at least one programming language like C++/Python or equivalent. Preferred Qualifications Experience in recommendation system, online advertising, information retrieval, natural language processing, machine learning, large-scale data mining, or related fields. Publications at KDD, NEURIPS, WWW, SIGIR, WSDM, ICML, IJCAI, AAAI, RECSYS and related conferences/journals, or experience in data mining/machine learning competitions such as Kaggle/KDD-cup etc.",https://www.jobstreet.com.sg/en/job/machine-learning-engineer-alliance-recommendation-tiktok-e-commerce-jobsthatmatter-urgenthire%27-%7C-urgenthire-jobsthatmatter-10444707?jobId=jobstreet-sg-job-10444707&sectionRank=159&token=0~7383a921-3905-4421-a55e-482e958c089b&fr=SRP%20Job%20Listing
159,"Machine Learning Engineer, E-Commerce Risk Control #JobsThatMatter",TikTok,"TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices including Los Angeles, New York, London, Paris, Berlin, Dubai, Singapore, Jakarta, Seoul and Tokyo. The E-Commerce Risk Control (ECRC) team is missioned: To protect Tiktok E-Commerce users, including and beyond buyer, seller, creator; By securing the integrity of our ecommerce ecosystem and providing a safe shopping experience on the platform; Through building infrastructures, platforms and technologies, as well as collaborating with many cross-functional teams and stakeholders. The ECRC team works to minimize the damage of inauthentic behaviors on Tiktok E-Commerce platforms (e.g. TikTok Shop, Jumanji, Fanno), covering multiple classical and novel community and business risk areas such as account integrity, incentive abuse, malicious activities, brushing, click-farm, information leakage etc. In this team you'll have a unique opportunity to have first-hand exposure to the strategy of the company in key security initiatives, especially in building scalable and robust, intelligent and privacy-safe, secure and product-friendly systems and solutions. Our challenges are not some regular day-to-day technical puzzles -- You'll be part of a team that's developing novel solutions to first-seen challenges of a non-stop evolvement of a phenomenal product eco-system. The work needs to be fast, transferrable, while still down to the ground to making quick and solid differences. Responsibilities Build rules, algorithms and machine learning models, to respond to and mitigate business risks in Tiktok products/platforms. Such risks include and are not limited to account integrity, scapler,deal-hunter, malicious activities, brushing, click-farm, information leakage etc. Analyze business and security data, uncover evolving attack motion, identify weaknesses and opportunities in risk defense solutions, explore new space from the discoveries. Define risk control measurements. Quantify, generalize and monitor risk related business and operational metrics. Align risk teams and their stakeholders on risk control numeric goals, promote impact-oriented, data-driven data science practices for risks. Qualifications Bachelor or degrees above in computer science, statistics, math, internet security or other relevant STEM majors (e.g. finance if applying for financial fraud roles). Solid data science skills. Proficiency in statistical analytical tools, such as SQL, R and Python. Familiarity with machine learning or social/content online platform analytics. Bonus given to proficiency in modern machine learning applications. Ability to think critically, objectively, rationally. Reason and communicate in result-oriented, data-driven manner. High autonomy.",https://www.jobstreet.com.sg/en/job/machine-learning-engineer-e-commerce-risk-control-jobsthatmatter-10444712?jobId=jobstreet-sg-job-10444712&sectionRank=160&token=0~7383a921-3905-4421-a55e-482e958c089b&fr=SRP%20Job%20Listing
